# dist  px py pz    dx dy dz
5 1 1.0588e+01  -25.000 -7.261 71.112  -10.000 -2.905 -1.915
1 3 2.2431e+00  0.000 0.000 75.900  -0.907 0.774 -1.900
3 5 1.4757e+01  -0.907 0.774 74.000  -5.969 5.089 -12.500
5 9 1.3577e+01  -6.876 5.863 61.500  -5.491 4.682 -11.500
9 17 3.1285e+01  -12.367 10.545 50.000  -12.654 10.789 -26.500
17 65 5.9029e+00  -25.021 21.334 23.500  -2.388 2.036 -5.000
65 64 1.9016e+01  -27.409 23.370 18.500  -7.691 6.558 -16.108
1 1 2.3548e-01  0.000 0.000 75.900  -0.096 -0.191 0.100
1 3 4.6614e+00  0.000 0.000 75.900  -0.358 -4.241 -1.900
3 5 2.2814e+01  -0.358 -4.241 74.000  -1.754 -20.759 -9.299
5 1 1.0990e+01  -2.112 -25.000 64.701  -0.845 -10.000 -4.480
1 3 9.7338e+00  0.000 0.000 75.900  -8.500 -4.659 -0.891
3 1 3.0347e+01  -8.500 -4.659 75.009  -26.500 -14.524 -2.778
1 1 2.2196e-01  0.000 0.000 75.900  -0.081 -0.181 0.100
1 3 2.7013e+00  0.000 0.000 75.900  -0.624 1.816 -1.900
3 5 1.7772e+01  -0.624 1.816 74.000  -4.106 11.947 -12.500
5 9 1.5228e+01  -4.731 13.763 61.500  -3.519 10.237 -10.711
9 17 1.4876e+01  -8.249 24.000 50.789  -3.437 10.000 -10.463
17 1 1.4876e+00  -11.687 34.000 40.326  -0.344 1.000 -1.046
1 3 2.5012e+00  0.000 0.000 75.900  0.587 -1.517 -1.900
3 5 1.6455e+01  0.587 -1.517 74.000  3.865 -9.979 -12.500
5 9 1.5139e+01  4.452 -11.496 61.500  3.556 -9.181 -11.500
9 17 2.1970e+01  8.008 -20.677 50.000  5.160 -13.323 -16.689
17 1 1.6490e+00  13.168 -34.000 33.311  0.387 -1.000 -1.253
1 3 2.2403e+00  0.000 0.000 75.900  1.153 0.284 -1.900
3 5 1.4739e+01  1.153 0.284 74.000  7.583 1.866 -12.500
5 9 1.3560e+01  8.736 2.149 61.500  6.977 1.717 -11.500
9 17 3.1247e+01  15.713 3.866 50.000  16.077 3.956 -26.500
17 65 5.8956e+00  31.790 7.822 23.500  3.033 0.746 -5.000
65 64 5.3866e-01  34.823 8.568 18.500  0.277 0.068 -0.457
1 1 3.7086e-01  0.000 0.000 75.900  -0.350 0.069 0.100
1 1 2.2342e-01  0.000 0.000 75.900  0.199 -0.012 0.100
1 3 3.2463e+00  0.000 0.000 75.900  2.516 -0.773 -1.900
3 5 2.1357e+01  2.516 -0.773 74.000  16.554 -5.083 -12.500
5 1 2.0551e+01  19.071 -5.855 61.500  15.929 -4.891 -12.028
1 1 1.7378e-01  0.000 0.000 75.900  -0.138 -0.034 0.100
1 3 5.6760e+00  0.000 0.000 75.900  -0.413 -5.333 -1.900
3 5 2.0934e+01  -0.413 -5.333 74.000  -1.523 -19.667 -7.008
5 1 1.0644e+01  -1.935 -25.000 66.992  -0.774 -10.000 -3.563
1 3 3.5548e+00  0.000 0.000 75.900  -1.469 -2.621 -1.900
3 5 2.3387e+01  -1.469 -2.621 74.000  -9.666 -17.241 -12.500
5 1 2.0535e+01  -11.135 -19.862 61.500  -8.487 -15.138 -10.976
1 1 1.2497e-01  0.000 0.000 75.900  -0.061 -0.043 0.100
1 3 1.9941e+00  0.000 0.000 75.900  0.588 0.145 -1.900
3 5 1.3119e+01  0.588 0.145 74.000  3.866 0.954 -12.500
5 9 1.2069e+01  4.454 1.099 61.500  3.557 0.877 -11.500
9 17 2.7812e+01  8.011 1.976 50.000  8.196 2.022 -26.500
17 97 5.2476e+00  16.207 3.998 23.500  1.546 0.382 -5.000
97 64 1.9416e+01  17.753 4.380 18.500  5.722 1.412 -18.500
1 1 1.1369e-01  0.000 0.000 75.900  0.054 -0.001 0.100
1 3 1.9550e+00  0.000 0.000 75.900  0.114 -0.446 -1.900
3 5 1.2862e+01  0.114 -0.446 74.000  0.750 -2.936 -12.500
5 9 1.1833e+01  0.864 -3.383 61.500  0.690 -2.701 -11.500
9 17 2.7268e+01  1.554 -6.084 50.000  1.590 -6.225 -26.500
17 97 5.1449e+00  3.144 -12.309 23.500  0.300 -1.175 -5.000
97 64 1.9036e+01  3.444 -13.483 18.500  1.110 -4.346 -18.500
1 3 4.3294e+00  0.000 0.000 75.900  -2.961 2.523 -1.900
3 5 2.8483e+01  -2.961 2.523 74.000  -19.481 16.599 -12.500
5 1 1.8361e+01  -22.442 19.122 61.500  -12.558 10.700 -8.058
1 3 6.4719e+00  0.000 0.000 75.900  -1.210 -6.250 -1.165
3 5 1.9416e+01  -1.210 -6.250 74.735  -3.631 -18.750 -3.495
5 1 1.0355e+01  -4.841 -25.000 71.240  -1.937 -10.000 -1.864
1 1 1.6515e-01  0.000 0.000 75.900  0.111 0.071 0.100
1 3 5.3039e+00  0.000 0.000 75.900  -4.831 1.086 -1.900
3 5 2.2142e+01  -4.831 1.086 74.000  -20.169 4.535 -7.932
5 1 1.0978e+01  -25.000 5.621 66.068  -10.000 2.248 -3.933
1 3 6.3451e+00  0.000 0.000 75.900  -0.059 6.250 -1.093
3 5 1.9035e+01  -0.059 6.250 74.807  -0.177 18.750 -3.279
5 1 1.0152e+01  -0.236 25.000 71.528  -0.094 10.000 -1.749
1 3 2.2218e+00  0.000 0.000 75.900  -1.151 0.052 -1.900
3 5 1.4617e+01  -1.151 0.052 74.000  -7.569 0.345 -12.500
5 9 1.3448e+01  -8.720 0.398 61.500  -6.964 0.318 -11.500
9 17 3.0989e+01  -15.684 0.716 50.000  -16.047 0.732 -26.500
17 65 5.8469e+00  -31.731 1.448 23.500  -3.028 0.138 -5.000
65 64 6.5898e-01  -34.759 1.586 18.500  -0.341 0.016 -0.564
1 3 8.5373e+00  0.000 0.000 75.900  8.500 -0.184 -0.775
3 1 2.6616e+01  8.500 -0.184 75.125  26.500 -0.575 -2.417
1 3 7.2832e+00  0.000 0.000 75.900  -3.541 -6.250 -1.201
3 5 2.1849e+01  -3.541 -6.250 74.699  -10.624 -18.750 -3.602
5 1 1.1653e+01  -14.165 -25.000 71.097  -5.666 -10.000 -1.921
1 1 1.5948e-01  0.000 0.000 75.900  -0.041 0.117 0.100
1 1 1.0994e+01  0.000 0.000 75.900  -10.061 -4.431 0.100
1 3 2.4038e+00  0.000 0.000 75.900  -0.021 -1.472 -1.900
3 5 1.5815e+01  -0.021 -1.472 74.000  -0.138 -9.687 -12.500
5 9 1.4550e+01  -0.159 -11.159 61.500  -0.127 -8.912 -11.500
9 17 2.2740e+01  -0.287 -20.071 50.000  -0.199 -13.929 -17.974
17 1 1.6326e+00  -0.485 -34.000 32.026  -0.014 -1.000 -1.290
1 3 3.0743e+00  0.000 0.000 75.900  -2.384 0.395 -1.900
3 5 2.0226e+01  -2.384 0.395 74.000  -15.687 2.598 -12.500
5 1 2.1827e+01  -18.071 2.993 61.500  -16.929 2.804 -13.490
1 1 1.0932e-01  0.000 0.000 75.900  -0.033 -0.030 0.100
1 3 8.8011e+00  0.000 0.000 75.900  -7.751 3.711 -1.900
3 5 1.9586e+01  -7.751 3.711 74.000  -17.249 8.259 -4.228
5 1 1.1355e+01  -25.000 11.970 69.772  -10.000 4.788 -2.451
1 1 3.5312e-01  0.000 0.000 75.900  -0.203 -0.271 0.100
1 3 2.6134e+00  0.000 0.000 75.900  -0.205 1.783 -1.900
3 5 1.7193e+01  -0.205 1.783 74.000  -1.347 11.728 -12.500
5 9 1.5377e+01  -1.552 13.511 61.500  -1.205 10.489 -11.180
9 17 1.4660e+01  -2.757 24.000 50.320  -1.149 10.000 -10.658
17 1 1.4660e+00  -3.905 34.000 39.662  -0.115 1.000 -1.066
1 3 6.4067e+00  0.000 0.000 75.900  1.341 -6.250 -0.429
3 1 2.9471e+01  1.341 -6.250 75.471  6.171 -28.750 -1.974
1 3 7.9611e+00  0.000 0.000 75.900  -6.896 -3.495 -1.900
3 5 2.0900e+01  -6.896 -3.495 74.000  -18.104 -9.174 -4.988
5 1 1.1544e+01  -25.000 -12.669 69.012  -10.000 -5.067 -2.755
1 3 2.3852e+00  0.000 0.000 75.900  1.039 1.000 -1.900
3 5 1.5692e+01  1.039 1.000 74.000  6.836 6.577 -12.500
5 9 1.4437e+01  7.876 7.577 61.500  6.290 6.051 -11.500
9 17 3.3268e+01  14.165 13.628 50.000  14.493 13.944 -26.500
1 65 6.2769e+00  28.658 27.572 23.500  2.735 2.631 -5.000
65 64 8.5095e+00  31.393 30.203 18.500  3.707 3.567 -6.778
1 3 3.0097e+00  0.000 0.000 75.900  2.318 0.276 -1.900
3 5 1.9801e+01  2.318 0.276 74.000  15.249 1.814 -12.500
5 1 2.2637e+01  17.567 2.090 61.500  17.433 2.074 -14.290
1 1 1.3032e-01  0.000 0.000 75.900  0.077 0.033 0.100
1 1 1.2599e-01  0.000 0.000 75.900  -0.010 -0.076 0.100
1 1 2.0604e-01  0.000 0.000 75.900  0.166 -0.069 0.100
1 1 5.5000e-01  0.000 0.000 75.900  0.175 0.512 0.100
1 1 1.6703e-01  0.000 0.000 75.900  0.128 0.038 0.100
1 1 1.9678e-01  0.000 0.000 75.900  0.093 0.142 0.100
1 3 1.0327e+01  0.000 0.000 75.900  8.500 5.668 -1.506
3 5 2.0046e+01  8.500 5.668 74.394  16.500 11.003 -2.923
5 1 1.2149e+01  25.000 16.671 71.472  10.000 6.668 -1.771
1 3 8.0011e+00  0.000 0.000 75.900  4.729 6.250 -1.609
1 5 2.4003e+01  4.729 6.250 74.291  14.188 18.750 -4.826
5 1 1.2802e+01  18.917 25.000 69.465  7.567 10.000 -2.574
1 1 1.1122e-01  0.000 0.000 75.900  -0.049 -0.000 0.100
1 1 3.1920e-01  0.000 0.000 75.900  -0.087 0.290 0.100
1 1 2.0105e-01  0.000 0.000 75.900  -0.066 0.162 0.100
1 3 2.9193e+00  0.000 0.000 75.900  -2.138 0.584 -1.900
3 5 1.9206e+01  -2.138 0.584 74.000  -14.067 3.839 -12.500
5 9 1.0642e+01  -16.205 4.423 61.500  -7.795 2.127 -6.927
9 1 1.5019e+01  -24.000 6.550 54.573  -11.000 3.002 -9.775
1 3 3.6560e+00  0.000 0.000 75.900  2.115 -2.298 -1.900
3 5 2.4053e+01  2.115 -2.298 74.000  13.915 -15.121 -12.500
5 1 2.7964e+01  16.030 -17.420 61.500  16.178 -17.580 -14.533
1 3 3.3730e+00  0.000 0.000 75.900  2.722 -0.598 -1.900
3 5 2.2191e+01  2.722 -0.598 74.000  17.907 -3.936 -12.500
5 1 1.7808e+01  20.629 -4.534 61.500  14.371 -3.158 -10.031
1 1 3.5376e+01  0.000 0.000 75.900  -35.000 5.143 0.021
1 1 2.0304e+00  0.000 0.000 75.900  -1.854 0.822 0.100
1 3 9.1170e+00  0.000 0.000 75.900  -8.500 -3.213 -0.740
3 1 2.8423e+01  -8.500 -3.213 75.160  -26.500 -10.016 -2.306
1 3 2.9197e+00  0.000 0.000 75.900  0.829 -2.056 -1.900
3 5 1.9209e+01  0.829 -2.056 74.000  5.453 -13.527 -12.500
5 9 1.1951e+01  6.281 -15.583 61.500  3.393 -8.417 -7.777
9 1 1.5620e+01  9.674 -24.000 53.723  4.434 -11.000 -10.165
1 1 4.2107e-01  0.000 0.000 75.900  0.328 -0.245 0.100
1 1 2.4410e-01  0.000 0.000 75.900  0.156 -0.159 0.100
1 3 6.5110e+00  0.000 0.000 75.900  1.696 -6.250 -0.675
3 1 2.9951e+01  1.696 -6.250 75.225  7.801 -28.750 -3.103
1 1 5.0525e-01  0.000 0.000 75.900  0.358 -0.343 0.100
1 1 2.0954e-01  0.000 0.000 75.900  -0.177 -0.052 0.100
1 3 7.0358e+00  0.000 0.000 75.900  -3.248 5.945 -1.900
3 5 2.2551e+01  -3.248 5.945 74.000  -10.411 19.055 -6.090
5 1 1.1835e+01  -13.659 25.000 67.910  -5.464 10.000 -3.196
1 3 3.6532e+00  0.000 0.000 75.900  0.573 3.067 -1.900
3 5 2.4034e+01  0.573 3.067 74.000  3.771 20.178 -12.500
5 1 1.4001e+01  4.344 23.245 61.500  2.196 11.755 -7.282
1 3 3.0048e+00  0.000 0.000 75.900  -2.039 -1.123 -1.900
3 5 1.9768e+01  -2.039 -1.123 74.000  -13.413 -7.390 -12.500
5 9 1.2597e+01  -15.452 -8.513 61.500  -8.548 -4.709 -7.966
9 1 1.6211e+01  -24.000 -13.223 53.534  -11.000 -6.060 -10.251
1 3 7.0145e+00  0.000 0.000 75.900  -3.981 -5.454 -1.900
3 5 2.5140e+01  -3.981 -5.454 74.000  -14.269 -19.546 -6.810
5 1 1.2862e+01  -18.250 -25.000 67.190  -7.300 -10.000 -3.484
1 3 8.2134e+00  0.000 0.000 75.900  5.259 6.250 -0.861
3 3 1.1672e-15  5.259 6.250 75.039  0.000 0.000 -0.000
3 5 2.4640e+01  5.259 6.250 75.039  15.777 18.750 -2.583
5 1 1.3142e+01  21.036 25.000 72.456  8.414 10.000 -1.378
1 1 8.6868e-01  0.000 0.000 75.900  -0.831 -0.233 0.100
1 1 9.9212e-01  0.000 0.000 75.900  0.805 -0.571 0.100
1 1 2.1684e-01  0.000 0.000 75.900  -0.103 -0.163 0.100
1 1 1.5450e-01  0.000 0.000 75.900  -0.117 0.016 0.100
1 3 7.0405e+00  0.000 0.000 75.900  3.093 -6.250 -0.971
3 5 2.1122e+01  3.093 -6.250 74.929  9.278 -18.750 -2.912
5 1 1.1265e+01  12.370 -25.000 72.017  4.948 -10.000 -1.553
1 1 4.4900e-01  0.000 0.000 75.900  0.201 -0.389 0.100
1 3 7.6199e+00  0.000 0.000 75.900  4.271 6.250 -0.870
3 5 2.2860e+01  4.271 6.250 75.030  12.814 18.750 -2.611
5 1 1.2192e+01  17.085 25.000 72.419  6.834 10.000 -1.392
1 1 1.0355e-01  0.000 0.000 75.900  -0.008 0.026 0.100
1 3 2.4256e+00  0.000 0.000 75.900  1.297 0.769 -1.900
3 5 1.5958e+01  1.297 0.769 74.000  8.533 5.058 -12.500
5 9 1.4681e+01  9.830 5.826 61.500  7.851 4.653 -11.500
9 17 3.0517e+01  17.681 10.479 50.000  16.319 9.672 -23.905
17 1 1.8700e+00  34.000 20.151 26.095  1.000 0.593 -1.465
1 3 4.6597e+00  0.000 0.000 75.900  4.124 1.048 -1.900
3 5 2.3590e+01  4.124 1.048 74.000  20.876 5.305 -9.619
5 1 1.1300e+01  25.000 6.353 64.381  10.000 2.541 -4.608
1 3 3.4660e+00  0.000 0.000 75.900  -2.836 -0.602 -1.900
3 5 2.2803e+01  -2.836 -0.602 74.000  -18.655 -3.962 -12.500
5 1 1.6512e+01  -21.491 -4.564 61.500  -13.509 -2.869 -9.052
1 3 5.4621e+00  0.000 0.000 75.900  2.592 -4.417 -1.900
3 5 2.5455e+01  2.592 -4.417 74.000  12.078 -20.583 -8.855
5 1 1.2367e+01  14.670 -25.000 65.145  5.868 -10.000 -4.302
1 3 1.9308e+00  0.000 0.000 75.900  0.015 0.343 -1.900
3 5 1.2703e+01  0.015 0.343 74.000  0.097 2.260 -12.500
5 9 1.1687e+01  0.111 2.603 61.500  0.089 2.079 -11.500
9 17 2.6930e+01  0.200 4.682 50.000  0.205 4.790 -26.500
17 97 5.0812e+00  0.405 9.472 23.500  0.039 0.904 -5.000
97 64 1.8800e+01  0.444 10.376 18.500  0.143 3.344 -18.500
1 3 1.9432e+00  0.000 0.000 75.900  -0.400 -0.079 -1.900
3 5 1.2785e+01  -0.400 -0.079 74.000  -2.631 -0.520 -12.500
5 9 1.1762e+01  -3.031 -0.599 61.500  -2.421 -0.478 -11.500
9 17 2.7103e+01  -5.452 -1.077 50.000  -5.579 -1.102 -26.500
17 97 5.1138e+00  -11.031 -2.179 23.500  -1.053 -0.208 -5.000
97 64 1.8921e+01  -12.083 -2.386 18.500  -3.894 -0.769 -18.500
1 1 1.8996e-01  0.000 0.000 75.900  -0.016 -0.161 0.100
1 3 2.1023e+00  0.000 0.000 75.900  -0.001 -0.900 -1.900
3 5 1.3831e+01  -0.001 -0.900 74.000  -0.009 -5.920 -12.500
5 9 1.2724e+01  -0.011 -6.820 61.500  -0.009 -5.446 -11.500
9 17 2.9322e+01  -0.020 -12.266 50.000  -0.020 -12.550 -26.500
17 65 5.5324e+00  -0.040 -24.816 23.500  -0.004 -2.368 -5.000
65 64 1.8495e+01  -0.044 -27.184 18.500  -0.013 -7.916 -16.716
1 3 2.3307e+00  0.000 0.000 75.900  -1.162 -0.687 -1.900
3 5 1.5334e+01  -1.162 -0.687 74.000  -7.643 -4.523 -12.500
5 9 1.4107e+01  -8.804 -5.210 61.500  -7.031 -4.161 -11.500
9 17 3.2507e+01  -15.836 -9.371 50.000  -16.203 -9.588 -26.500
17 1 5.9419e+00  -32.038 -18.960 23.500  -2.962 -1.753 -4.844
1 64 2.0063e-01  -35.000 -20.712 18.656  -0.100 -0.059 -0.164
1 1 1.0467e-01  0.000 0.000 75.900  0.028 0.013 0.100
1 1 1.8167e-01  0.000 0.000 75.900  -0.149 -0.030 0.100
1 3 2.4003e+00  0.000 0.000 75.900  0.091 1.464 -1.900
3 5 1.5791e+01  0.091 1.464 74.000  0.600 9.631 -12.500
5 9 1.4528e+01  0.691 11.095 61.500  0.552 8.860 -11.500
9 17 2.3028e+01  1.244 19.955 50.000  0.875 14.045 -18.229
17 1 1.6396e+00  2.119 34.000 31.771  0.062 1.000 -1.298
1 3 2.4453e+00  0.000 0.000 75.900  -0.112 -1.535 -1.900
3 5 1.6088e+01  -0.112 -1.535 74.000  -0.737 -10.100 -12.500
5 9 1.4801e+01  -0.849 -11.636 61.500  -0.678 -9.292 -11.500
9 17 2.0820e+01  -1.527 -20.928 50.000  -0.954 -13.072 -16.177
17 1 1.5928e+00  -2.481 -34.000 33.823  -0.073 -1.000 -1.238
1 1 1.5767e-01  0.000 0.000 75.900  0.122 -0.002 0.100
1 3 5.7129e+00  0.000 0.000 75.900  5.364 -0.500 -1.900
3 5 2.0911e+01  5.364 -0.500 74.000  19.636 -1.829 -6.955
5 1 1.0650e+01  25.000 -2.328 67.045  10.000 -0.931 -3.542
1 1 1.1358e-01  0.000 0.000 75.900  0.048 -0.025 0.100
1 3 8.8664e+00  0.000 0.000 75.900  8.500 2.083 -1.423
3 5 1.7211e+01  8.500 2.083 74.477  16.500 4.043 -2.762
5 1 1.0431e+01  25.000 6.126 71.715  10.000 2.450 -1.674
1 1 2.4481e-01  0.000 0.000 75.900  0.220 -0.039 0.100
1 1 1.1812e-01  0.000 0.000 75.900  -0.037 0.051 0.100
1 3 2.1099e+00  0.000 0.000 75.900  -0.917 -0.004 -1.900
3 5 1.3881e+01  -0.917 -0.004 74.000  -6.036 -0.029 -12.500
5 9 1.2770e+01  -6.953 -0.034 61.500  -5.553 -0.027 -11.500
9 17 2.9428e+01  -12.506 -0.061 50.000  -12.795 -0.062 -26.500
17 65 5.5524e+00  -25.301 -0.123 23.500  -2.414 -0.012 -5.000
65 64 1.6983e+01  -27.716 -0.134 18.500  -7.384 -0.036 -15.294
1 3 3.5553e+00  0.000 0.000 75.900  1.274 -2.721 -1.900
3 5 2.3390e+01  1.274 -2.721 74.000  8.384 -17.904 -12.500
5 1 1.8779e+01  9.658 -20.625 61.500  6.731 -14.375 -10.036
1 3 2.3664e+00  0.000 0.000 75.900  -1.388 0.250 -1.900
3 5 1.5568e+01  -1.388 0.250 74.000  -9.134 1.642 -12.500
5 9 1.4323e+01  -10.522 1.892 61.500  -8.403 1.511 -11.500
9 17 2.5694e+01  -18.925 3.403 50.000  -15.075 2.710 -20.630
17 1 1.7045e+00  -34.000 6.113 29.370  -1.000 0.180 -1.369
1 3 4.5872e+00  0.000 0.000 75.900  -0.286 4.165 -1.900
3 5 2.2944e+01  -0.286 4.165 74.000  -1.430 20.835 -9.504
5 1 1.1013e+01  -1.716 25.000 64.496  -0.686 10.000 -4.561
1 3 6.8683e+00  0.000 0.000 75.900  -6.447 -1.412 -1.900
3 5 1.9764e+01  -6.447 -1.412 74.000  -18.553 -4.064 -5.467
5 1 1.0653e+01  -25.000 -5.476 68.533  -10.000 -2.190 -2.947
1 1 1.4832e-01  0.000 0.000 75.900  -0.087 -0.066 0.100
1 1 1.6394e-01  0.000 0.000 75.900  0.130 0.003 0.100
1 1 1.7263e-01  0.000 0.000 75.900  0.000 0.141 0.100
1 1 2.2097e-01  0.000 0.000 75.900  -0.055 -0.189 0.100
1 1 3.0814e-01  0.000 0.000 75.900  -0.228 0.182 0.100
1 1 1.9569e-01  0.000 0.000 75.900  0.157 -0.059 0.100
1 3 2.6884e+00  0.000 0.000 75.900  0.407 -1.858 -1.900
3 5 1.7687e+01  0.407 -1.858 74.000  2.674 -12.224 -12.500
5 9 1.4350e+01  3.081 -14.082 61.500  2.170 -9.918 -10.142
9 17 1.4469e+01  5.251 -24.000 51.358  2.188 -10.000 -10.226
17 1 1.4469e+00  7.438 -34.000 41.133  0.219 -1.000 -1.023
1 3 2.3952e+00  0.000 0.000 75.900  -1.417 -0.345 -1.900
3 5 1.5758e+01  -1.417 -0.345 74.000  -9.322 -2.270 -12.500
5 9 1.4497e+01  -10.739 -2.615 61.500  -8.576 -2.088 -11.500
9 17 2.4822e+01  -19.315 -4.703 50.000  -14.685 -3.575 -19.690
17 1 1.6904e+00  -34.000 -8.278 30.310  -1.000 -0.243 -1.341
1 1 3.5171e-01  0.000 0.000 75.900  0.149 -0.302 0.100
1 1 1.0693e-01  0.000 0.000 75.900  0.038 0.001 0.100
1 3 1.9807e+00  0.000 0.000 75.900  -0.389 0.402 -1.900
3 5 1.3031e+01  -0.389 0.402 74.000  -2.562 2.645 -12.500
5 9 1.1989e+01  -2.952 3.047 61.500  -2.357 2.433 -11.500
9 17 2.7626e+01  -5.309 5.480 50.000  -5.432 5.607 -26.500
17 97 5.2125e+00  -10.742 11.088 23.500  -1.025 1.058 -5.000
97 64 1.9286e+01  -11.767 12.146 18.500  -3.792 3.915 -18.500
1 3 2.2387e+00  0.000 0.000 75.900  -1.117 -0.392 -1.900
3 5 1.4729e+01  -1.117 -0.392 74.000  -7.349 -2.582 -12.500
5 9 1.3550e+01  -8.467 -2.974 61.500  -6.761 -2.375 -11.500
9 17 3.1224e+01  -15.228 -5.349 50.000  -15.581 -5.473 -26.500
17 65 5.8914e+00  -30.809 -10.822 23.500  -2.940 -1.033 -5.000
65 64 2.7084e+00  -33.749 -11.855 18.500  -1.351 -0.475 -2.299
1 3 3.8037e+00  0.000 0.000 75.900  -0.763 -3.206 -1.900
3 5 2.5025e+01  -0.763 -3.206 74.000  -5.017 -21.091 -12.500
5 1 1.2700e+01  -5.779 -24.296 61.500  -2.546 -10.704 -6.344
1 3 3.3049e+00  0.000 0.000 75.900  2.078 1.731 -1.900
3 5 2.1743e+01  2.078 1.731 74.000  13.670 11.386 -12.500
5 9 1.3126e+01  15.748 13.117 61.500  8.252 6.874 -7.546
9 1 1.7496e+01  24.000 19.990 53.954  11.000 9.162 -10.059
1 1 1.4805e+01  0.000 0.000 75.900  10.832 10.092 0.100
1 3 7.0792e+00  0.000 0.000 75.900  3.495 -5.856 -1.900
3 5 2.3145e+01  3.495 -5.856 74.000  11.428 -19.144 -6.212
5 1 1.2090e+01  14.924 -25.000 67.788  5.969 -10.000 -3.245
1 1 1.5617e-01  0.000 0.000 75.900  -0.118 -0.020 0.100
1 1 4.5807e-01  0.000 0.000 75.900  0.045 -0.445 0.100
1 1 2.1945e-01  0.000 0.000 75.900  -0.056 0.187 0.100
1 3 6.3132e+00  0.000 0.000 75.900  -0.253 -6.250 -0.854
3 5 1.8939e+01  -0.253 -6.250 75.046  -0.760 -18.750 -2.562
5 1 1.0101e+01  -1.014 -25.000 72.484  -0.406 -10.000 -1.366
1 1 1.7317e-01  0.000 0.000 75.900  0.139 0.025 0.100
1 1 2.8262e-01  0.000 0.000 75.900  0.185 0.189 0.100
1 1 3.7339e-01  0.000 0.000 75.900  -0.108 -0.343 0.100
1 3 2.1546e+00  0.000 0.000 75.900  -0.880 0.508 -1.900
3 5 1.4175e+01  -0.880 0.508 74.000  -5.791 3.339 -12.500
5 9 1.3041e+01  -6.672 3.847 61.500  -5.328 3.072 -11.500
9 17 3.0052e+01  -12.000 6.919 50.000  -12.278 7.079 -26.500
17 33 1.7690e+00  -24.277 13.997 23.500  -0.723 0.417 -1.560
33 65 3.9012e+00  -25.000 14.414 21.940  -1.594 0.919 -3.440
65 64 2.0820e+01  -26.594 15.333 18.500  -8.506 4.904 -18.360
1 1 1.1249e-01  0.000 0.000 75.900  0.012 0.050 0.100
1 3 6.7453e+00  0.000 0.000 75.900  1.684 6.250 -1.898
3 5 2.0236e+01  1.684 6.250 74.002  5.052 18.750 -5.693
5 1 1.0792e+01  6.736 25.000 68.310  2.694 10.000 -3.036
1 3 2.0114e+00  0.000 0.000 75.900  0.087 -0.654 -1.900
3 5 1.3233e+01  0.087 -0.654 74.000  0.571 -4.305 -12.500
5 9 1.2174e+01  0.658 -4.960 61.500  0.526 -3.961 -11.500
9 17 2.8054e+01  1.184 -8.920 50.000  1.212 -9.127 -26.500
17 97 5.2932e+00  2.396 -18.047 23.500  0.229 -1.722 -5.000
97 64 1.9585e+01  2.624 -19.770 18.500  0.846 -6.372 -18.500
1 3 6.4909e+00  0.000 0.000 75.900  -1.659 5.981 -1.900
3 5 2.0642e+01  -1.659 5.981 74.000  -5.277 19.019 -6.042
5 1 1.0853e+01  -6.937 25.000 67.958  -2.775 10.000 -3.177
1 1 1.0352e-01  0.000 0.000 75.900  0.021 0.017 0.100
1 3 6.0210e+00  0.000 0.000 75.900  2.130 5.301 -1.900
3 5 2.2372e+01  2.130 5.301 74.000  7.915 19.699 -7.060
5 1 1.1357e+01  10.045 25.000 66.940  4.018 10.000 -3.584
1 1 1.7336e-01  0.000 0.000 75.900  0.098 0.102 0.100
1 1 1.0773e-01  0.000 0.000 75.900  0.039 0.008 0.100
1 1 1.8841e-01  0.000 0.000 75.900  -0.157 -0.031 0.100
1 3 4.0058e+00  0.000 0.000 75.900  -0.048 -3.526 -1.900
3 5 2.4394e+01  -0.048 -3.526 74.000  -0.295 -21.474 -11.570
5 1 1.1360e+01  -0.343 -25.000 62.430  -0.137 -10.000 -5.388
1 3 3.0279e+00  0.000 0.000 75.900  2.304 0.498 -1.900
3 5 1.9920e+01  2.304 0.498 74.000  15.160 3.278 -12.500
5 1 2.3043e+01  17.464 3.776 61.500  17.536 3.792 -14.460
1 3 2.7473e+00  0.000 0.000 75.900  -1.840 0.743 -1.900
3 5 1.8074e+01  -1.840 0.743 74.000  -12.104 4.891 -12.500
5 9 1.5016e+01  -13.944 5.634 61.500  -10.056 4.063 -10.385
9 17 1.4932e+01  -24.000 9.697 51.115  -10.000 4.040 -10.327
17 1 1.4932e+00  -34.000 13.737 40.788  -1.000 0.404 -1.033
1 1 3.1337e+00  0.000 0.000 75.900  2.917 1.140 0.100
1 1 1.1770e-01  0.000 0.000 75.900  -0.018 0.059 0.100
1 1 1.0304e-01  0.000 0.000 75.900  -0.009 -0.023 0.100
1 1 1.4419e-01  0.000 0.000 75.900  -0.012 -0.103 0.100
1 1 1.2010e+00  0.000 0.000 75.900  -1.118 -0.428 0.100
1 3 4.2005e+00  0.000 0.000 75.900  -2.671 2.627 -1.900
3 5 2.7635e+01  -2.671 2.627 74.000  -17.571 17.283 -12.500
5 1 2.3211e+01  -20.242 19.910 61.500  -14.758 14.516 -10.499
1 1 1.0636e-01  0.000 0.000 75.900  0.002 -0.036 0.100
1 1 1.0955e-01  0.000 0.000 75.900  -0.027 -0.036 0.100
1 3 2.1751e+00  0.000 0.000 75.900  -0.412 -0.975 -1.900
